study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp
PRJNA393472	SAMN07538520	SRX3128908	SRR5971581	1632839	human vaginal metagenome	d0ead4ce0e6328ca7f7164bbf431d013;7c058429b59fdbb4ecfc6f5368d8c966	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971581/SRR5971581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971581/SRR5971581_2.fastq.gz
PRJNA393472	SAMN07538524	SRX3128912	SRR5971585	1632839	human vaginal metagenome	6461a08cdd7aea6b442acda0add72750;80c429abfc246b9a8a8f1c410e0b6ad5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971585/SRR5971585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971585/SRR5971585_2.fastq.gz
PRJNA393472	SAMN07538427	SRX3128815	SRR5971488	1632839	human vaginal metagenome	2d429ba0b979f91715f3f8b8267091ba;e6a3d01c1c5d2b3a63e9e361186731ba	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971488/SRR5971488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971488/SRR5971488_2.fastq.gz
PRJNA393472	SAMN07538527	SRX3128915	SRR5971588	1632839	human vaginal metagenome	ea0184d1084757f15d54b3d00fefab03;08e004907e3cdea252ddc75a0aa48ed5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971588/SRR5971588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971588/SRR5971588_2.fastq.gz
PRJNA393472	SAMN07538528	SRX3128916	SRR5971589	1632839	human vaginal metagenome	41deed97e5604bc78f3eda952f0c6731;3307f3bc0ff0a906c90daced2440d2e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971589/SRR5971589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971589/SRR5971589_2.fastq.gz
PRJNA393472	SAMN07538529	SRX3128917	SRR5971590	1632839	human vaginal metagenome	76f07c72c4ce97350e61f640c0cc6f71;12cfb4e47fb79ba3db4685fe0dffe141	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971590/SRR5971590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971590/SRR5971590_2.fastq.gz
PRJNA393472	SAMN07538535	SRX3128923	SRR5971596	1632839	human vaginal metagenome	231e9f55885f3ae90555a96c6b75158a;2514ec817f3251763d87760f75b416b5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971596/SRR5971596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971596/SRR5971596_2.fastq.gz
PRJNA393472	SAMN07538428	SRX3128816	SRR5971489	1632839	human vaginal metagenome	df004de273dc1de3f503822b8ee8360e;2f2a10e2d467d7d46dbb6784f433ba11	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971489/SRR5971489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971489/SRR5971489_2.fastq.gz
PRJNA393472	SAMN07538536	SRX3128924	SRR5971597	1632839	human vaginal metagenome	c49a551312b46d9b243f5ac108ba604c;cefde23c83fd41741b5c77d928dc75d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5971597/SRR5971597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5971597/SRR5971597_2.fastq.gz
PRJNA393472	SAMN07538540	SRX3128928	SRR5971601	1632839	human vaginal metagenome	e543a19ebbb240a1d060ac6676a2a9b5;0375eea7bf9313e85c0eed000b470107	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971601/SRR5971601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971601/SRR5971601_2.fastq.gz
PRJNA393472	SAMN07538544	SRX3128932	SRR5971605	1632839	human vaginal metagenome	53bd623946c0d418a536df041ff360a0;bc288c5f9f31e2f36470789bcede450a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971605/SRR5971605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971605/SRR5971605_2.fastq.gz
PRJNA393472	SAMN07538545	SRX3128933	SRR5971606	1632839	human vaginal metagenome	bf1eb964f5414465be115527f5eb2361;cf31c68546031f36c5c1f7beb0e9f708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971606/SRR5971606_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971606/SRR5971606_2.fastq.gz
PRJNA393472	SAMN07538429	SRX3128817	SRR5971490	1632839	human vaginal metagenome	b24f0c04947e97748cef1db527abe159;c86438b772fffd9a2fe20eecb2a2fef6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971490/SRR5971490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971490/SRR5971490_2.fastq.gz
PRJNA393472	SAMN07538435	SRX3128823	SRR5971496	1632839	human vaginal metagenome	41cbce474bf1faf984dc2e9fb3d7b51e;0c3bee0663138afcaf6879752f0a3f1c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971496/SRR5971496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971496/SRR5971496_2.fastq.gz
PRJNA393472	SAMN07538546	SRX3128934	SRR5971607	1632839	human vaginal metagenome	08378d449b85c286001428b48b78a711;e6f639dbaf7f358831813684814cb9c5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5971607/SRR5971607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5971607/SRR5971607_2.fastq.gz
PRJNA393472	SAMN07538547	SRX3128935	SRR5971608	1632839	human vaginal metagenome	a79433eec1d4647bb37f2f29682973f6;c5988fb1a427ae7fd83c657911fa43b2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971608/SRR5971608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971608/SRR5971608_2.fastq.gz
PRJNA393472	SAMN07538436	SRX3128824	SRR5971497	1632839	human vaginal metagenome	8ebe333b77cefae7febc885c921c0409;90fd3dce17fdaebae28ae164895d2926	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5971497/SRR5971497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5971497/SRR5971497_2.fastq.gz
PRJNA393472	SAMN07538554	SRX3128942	SRR5971615	1632839	human vaginal metagenome	ac2f45351dc74c53345499332eb9ffa1;bd4e956e714afa0bd1ffb24c496b052d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971615/SRR5971615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971615/SRR5971615_2.fastq.gz
PRJNA393472	SAMN07538555	SRX3128943	SRR5971616	1632839	human vaginal metagenome	18fc02b2c984aa570c72c452018ba467;9ba7251962721cece0de1c84040418a5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971616/SRR5971616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971616/SRR5971616_2.fastq.gz
PRJNA393472	SAMN07538557	SRX3128945	SRR5971618	1632839	human vaginal metagenome	926db4cde65c8e84fae6f87ebb761dd7;07194907df59fca53e3003ff73448c8e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971618/SRR5971618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971618/SRR5971618_2.fastq.gz
PRJNA393472	SAMN07538438	SRX3128826	SRR5971499	1632839	human vaginal metagenome	3e7aab60db62021f549c03efb6308965;b557bc4ac9c25f467a645fe772c85497	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971499/SRR5971499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971499/SRR5971499_2.fastq.gz
PRJNA393472	SAMN07538443	SRX3128831	SRR5971504	1632839	human vaginal metagenome	466bd9179260a462ef228d20bae87958;553560e19c5dd90b4b73b492430f9d6a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5971504/SRR5971504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5971504/SRR5971504_2.fastq.gz
PRJNA393472	SAMN07538558	SRX3128946	SRR5971619	1632839	human vaginal metagenome	c607d58a600586064e459b717f076733;f7bd6b9ab10dec938f04d8c18bcdc2cd	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971619/SRR5971619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971619/SRR5971619_2.fastq.gz
PRJNA393472	SAMN07538444	SRX3128832	SRR5971505	1632839	human vaginal metagenome	d8684e13efe7c6e3c94b559ccb2e5f8f;afd8483aee760332e47b223ccb769daa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971505/SRR5971505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971505/SRR5971505_2.fastq.gz
PRJNA393472	SAMN07538447	SRX3128835	SRR5971508	1632839	human vaginal metagenome	ebc1a71b61ac0e00d4375b8e01426a9f;cb8bf15ed94108a411fb39b69aaa21c1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971508/SRR5971508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971508/SRR5971508_2.fastq.gz
PRJNA393472	SAMN07538564	SRX3128952	SRR5971625	1632839	human vaginal metagenome	ed4da0541481646afe30a45ad773723d;915274704c7eaf832227acce44cb5cf7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971625/SRR5971625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971625/SRR5971625_2.fastq.gz
PRJNA393472	SAMN07538450	SRX3128838	SRR5971511	1632839	human vaginal metagenome	470ff378d1705f06a990a28680b6b780;2d6544b60008db07a30bd5a21cba4ca0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971511/SRR5971511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971511/SRR5971511_2.fastq.gz
PRJNA393472	SAMN07538572	SRX3128960	SRR5971633	1632839	human vaginal metagenome	258f8e919da2cafa5b3d38571a515340;fd98fec4e31ee3043b308f83afaa5e51	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971633/SRR5971633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971633/SRR5971633_2.fastq.gz
PRJNA393472	SAMN07538577	SRX3128965	SRR5971638	1632839	human vaginal metagenome	81fa593f505051ea8fafe74588eab6bd;cfde9e85c63988947be67233a4bc56e5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971638/SRR5971638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971638/SRR5971638_2.fastq.gz
PRJNA393472	SAMN07538578	SRX3128966	SRR5971639	1632839	human vaginal metagenome	50281446265225123e0f7af7115f382d;40d828baa3f7b4f72d84472080b5632a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971639/SRR5971639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971639/SRR5971639_2.fastq.gz
PRJNA393472	SAMN07538579	SRX3128967	SRR5971640	1632839	human vaginal metagenome	5d9ee0f47639657e721b3b5cbd39cb49;3b3ee372672bcb46c8c32f11a9546d36	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971640/SRR5971640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971640/SRR5971640_2.fastq.gz
PRJNA393472	SAMN07538452	SRX3128840	SRR5971513	1632839	human vaginal metagenome	7baf2d4280681e1bb1e4fcc5184e4f8e;6ab436eff0b4136ca3d5c2aa470a7373	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971513/SRR5971513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971513/SRR5971513_2.fastq.gz
PRJNA393472	SAMN07538580	SRX3128968	SRR5971641	1632839	human vaginal metagenome	84692b6d040af9607a008bad1ce45a3a;da1ed39445d07701a6b713b2abb0cb0c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971641/SRR5971641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971641/SRR5971641_2.fastq.gz
PRJNA393472	SAMN07538462	SRX3128850	SRR5971523	1632839	human vaginal metagenome	5c02f827c091578d5a8c2467dff8fffc;61236786c25fbb9fac26f965d45c4cf7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971523/SRR5971523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971523/SRR5971523_2.fastq.gz
PRJNA393472	SAMN07538581	SRX3128969	SRR5971642	1632839	human vaginal metagenome	210cce42d0c8a3ea5416fc47957bb074;a919a0b51ce6210380fa716829711bab	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5971642/SRR5971642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5971642/SRR5971642_2.fastq.gz
PRJNA393472	SAMN07538468	SRX3128856	SRR5971529	1632839	human vaginal metagenome	7821bb0834d0bc1a26f3fd1d3477d791;ef9fb1cb86477318494e4b7da26f07df	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971529/SRR5971529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971529/SRR5971529_2.fastq.gz
PRJNA393472	SAMN07538587	SRX3128975	SRR5971648	1632839	human vaginal metagenome	5cef8fd77703bf25b7d5df930c8c97d6;646d9031bce66ccf41d4e6eb72bae906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971648/SRR5971648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971648/SRR5971648_2.fastq.gz
PRJNA393472	SAMN07538470	SRX3128858	SRR5971531	1632839	human vaginal metagenome	9c47a1753eb2da1eadf34a3fc42d7e76;601a7c543248d0de3d16be22fe447114	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971531/SRR5971531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971531/SRR5971531_2.fastq.gz
PRJNA393472	SAMN07538471	SRX3128859	SRR5971532	1632839	human vaginal metagenome	dccb0d207abc945cf13f1bfbd595efb8;d7a5a8738de6422a045704a6c0149488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5971532/SRR5971532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5971532/SRR5971532_2.fastq.gz
PRJNA393472	SAMN07538590	SRX3128978	SRR5971651	1632839	human vaginal metagenome	8648577df1e52cd07504b045439e6aee;20563233cf0beadc37d6c24ca20af140	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971651/SRR5971651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971651/SRR5971651_2.fastq.gz
PRJNA393472	SAMN07538472	SRX3128860	SRR5971533	1632839	human vaginal metagenome	b049098537b717adece2936bcbd93531;eed4734377e3a0f43a7134cb2ee69674	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971533/SRR5971533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971533/SRR5971533_2.fastq.gz
PRJNA393472	SAMN07538595	SRX3128983	SRR5971656	1632839	human vaginal metagenome	a24a2dfac66ed13f2840a6168d827905;a1142eb2b752283fa045cf6c84ca0f20	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971656/SRR5971656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971656/SRR5971656_2.fastq.gz
PRJNA393472	SAMN07538478	SRX3128866	SRR5971539	1632839	human vaginal metagenome	c3128b4ed839b46f3f4cec19c2fd0023;f6a1e80b49f8180aa492dbc78557c9f7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971539/SRR5971539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971539/SRR5971539_2.fastq.gz
PRJNA393472	SAMN07538598	SRX3128986	SRR5971659	1632839	human vaginal metagenome	9a23c212685422c76c7dfc53d06c2cfc;d2e1b633d43826bdffd2362aae8d720c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971659/SRR5971659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971659/SRR5971659_2.fastq.gz
PRJNA393472	SAMN07538479	SRX3128867	SRR5971540	1632839	human vaginal metagenome	2f33c612814dc5d177c507252ccbb4c7;25a32133dceb80f44ac0e81068ea03b9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971540/SRR5971540_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971540/SRR5971540_2.fastq.gz
PRJNA393472	SAMN07538600	SRX3128988	SRR5971661	1632839	human vaginal metagenome	42b08c132c7bcde2456edaf29a9969e1;a74941631385f24632b9fb671bf2997b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971661/SRR5971661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971661/SRR5971661_2.fastq.gz
PRJNA393472	SAMN07538603	SRX3128991	SRR5971664	1632839	human vaginal metagenome	d40bccc6077e33f131373d6c192dadb5;c702d3615f3b34d48444c346319d6c12	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5971664/SRR5971664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5971664/SRR5971664_2.fastq.gz
PRJNA393472	SAMN07538482	SRX3128870	SRR5971543	1632839	human vaginal metagenome	fb14f28c53727ac653824a3a9b90ab6e;9cf29202536150f1f6adc822f9ad2e8b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971543/SRR5971543_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971543/SRR5971543_2.fastq.gz
PRJNA393472	SAMN07538608	SRX3128996	SRR5971669	1632839	human vaginal metagenome	7dac318613862ef0de1409ec2ae03d1a;ba2c99b82e4c436b13b25949bfd05f3f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971669/SRR5971669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971669/SRR5971669_2.fastq.gz
PRJNA393472	SAMN07538485	SRX3128873	SRR5971546	1632839	human vaginal metagenome	d221e6a21b0e5a0ff688a7947323e853;e46bf8c05e832c9172af4e888339f5a5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971546/SRR5971546_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971546/SRR5971546_2.fastq.gz
PRJNA393472	SAMN07538487	SRX3128875	SRR5971548	1632839	human vaginal metagenome	cb8ac2be0662f485c6389efd6353b138;50d232008ef8bfb536e355ca313bcfad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971548/SRR5971548_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971548/SRR5971548_2.fastq.gz
PRJNA393472	SAMN07538616	SRX3129004	SRR5971677	1632839	human vaginal metagenome	ab26e82a3195daba557cc59a66507ebe;112f9f4c72ab35e5a0146ea40df0fb54	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5971677/SRR5971677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5971677/SRR5971677_2.fastq.gz
PRJNA393472	SAMN07538619	SRX3129007	SRR5971680	1632839	human vaginal metagenome	daa70de83901937de871ec6acf66fe34;bd6ec8e68ebf74321f4231dd19d8dc4e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971680/SRR5971680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971680/SRR5971680_2.fastq.gz
PRJNA393472	SAMN07538488	SRX3128876	SRR5971549	1632839	human vaginal metagenome	744f32f53e4b8ab31450525ed8080c7c;65d8dc11b2bcfc75d8b5b7d7c03e06f8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971549/SRR5971549_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971549/SRR5971549_2.fastq.gz
PRJNA393472	SAMN07538624	SRX3129012	SRR5971685	1632839	human vaginal metagenome	ca920742b5b9a9b8868b881e01b1c4f5;166033500f8c326bce8b92436718a1ce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971685/SRR5971685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971685/SRR5971685_2.fastq.gz
PRJNA393472	SAMN07538493	SRX3128881	SRR5971554	1632839	human vaginal metagenome	f0bac11f8e511643ff101898288bd4ae;973ec500ca1d56905cb9f21f36c082de	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5971554/SRR5971554_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5971554/SRR5971554_2.fastq.gz
PRJNA393472	SAMN07538625	SRX3129013	SRR5971686	1632839	human vaginal metagenome	bfeda2d50ca63d29f8bba9cfb31db46b;0b06944af4ba3b99a8a04e8176c9cf49	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971686/SRR5971686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971686/SRR5971686_2.fastq.gz
PRJNA393472	SAMN07538498	SRX3128886	SRR5971559	1632839	human vaginal metagenome	7c296949e93a6fe309b753788a3dd910;d14751472e642dd8e6e17941c9f86673	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971559/SRR5971559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971559/SRR5971559_2.fastq.gz
PRJNA393472	SAMN07538499	SRX3128887	SRR5971560	1632839	human vaginal metagenome	9d651da72b1524530510edd21dfe6f7c;bfa4ec15bdda265773c1fb1b8cee8ab9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971560/SRR5971560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971560/SRR5971560_2.fastq.gz
PRJNA393472	SAMN07538629	SRX3129017	SRR5971690	1632839	human vaginal metagenome	a163a08d6b0557fa5afc8139a15b67b1;a182f773c3e4b2b2a2ba2dbab9877a07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971690/SRR5971690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5971690/SRR5971690_2.fastq.gz
PRJNA393472	SAMN07538631	SRX3129019	SRR5971692	1632839	human vaginal metagenome	f6a9d46fa9dcc14a5f4d246fb6beb901;9ff48b5dbd017723d83a4816a459df19	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5971692/SRR5971692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5971692/SRR5971692_2.fastq.gz
PRJNA393472	SAMN07538634	SRX3129022	SRR5971695	1632839	human vaginal metagenome	a19b62621c7558953c582b416b822d66;4b7d8df2958237f84e9f56deff86edcf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971695/SRR5971695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971695/SRR5971695_2.fastq.gz
PRJNA393472	SAMN07538637	SRX3129025	SRR5971698	1632839	human vaginal metagenome	b59ea5dbcbade4c67e49877ba0526163;f83106f14fab924057ae74b751f9e701	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971698/SRR5971698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5971698/SRR5971698_2.fastq.gz
PRJNA393472	SAMN07538500	SRX3128888	SRR5971561	1632839	human vaginal metagenome	30196c963f464b7b0b56a5087bd9da35;6a2a8092a6c8bc7fb03749e875114f5a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971561/SRR5971561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5971561/SRR5971561_2.fastq.gz
PRJNA393472	SAMN07538644	SRX3129032	SRR5971705	1632839	human vaginal metagenome	4cddedc092fd06c64b437d0d378d0891;aa032a360b9ad5b692476d9feb9b4a1d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971705/SRR5971705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5971705/SRR5971705_2.fastq.gz
PRJNA393472	SAMN07538502	SRX3128890	SRR5971563	1632839	human vaginal metagenome	bf73ba11d59e160698941a440c6fe962;94dfba5723b7dd18663000aa29fb7526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971563/SRR5971563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971563/SRR5971563_2.fastq.gz
PRJNA393472	SAMN07538505	SRX3128893	SRR5971566	1632839	human vaginal metagenome	d4704efee4b6e2d37e668466fde27632;16ba529d1546cab03beedd0e2668b1ff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971566/SRR5971566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971566/SRR5971566_2.fastq.gz
PRJNA393472	SAMN07538512	SRX3128900	SRR5971573	1632839	human vaginal metagenome	45e5e97a0a3f26c52d26140923a6bc51;af4679866e8722f9acbbd5f76b88da18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971573/SRR5971573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5971573/SRR5971573_2.fastq.gz
PRJNA393472	SAMN07538645	SRX3129033	SRR5971706	1632839	human vaginal metagenome	a2c5dabe17c4caff9b72abf4340484b3;feb4192430031daa39386c872ba3aaa5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971706/SRR5971706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5971706/SRR5971706_2.fastq.gz
PRJNA393472	SAMN07538648	SRX3129036	SRR5971709	1632839	human vaginal metagenome	954efa18eb4ca2a7ab8151fa8db7de79;0697f98c12417281faa95ac20d7ef852	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971709/SRR5971709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5971709/SRR5971709_2.fastq.gz
