study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp
PRJNA393472	SAMN07515378	SRX3103528	SRR5944960	1632839	human vaginal metagenome	35706a215a5bf05c2cb4ee287be00372;e9b00ac2dd2df90e3221f05e805e289e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5944960/SRR5944960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5944960/SRR5944960_2.fastq.gz
PRJNA393472	SAMN07515380	SRX3103520	SRR5944968	1632839	human vaginal metagenome	927624f045327e132b831743c53da266;7533bc403bb872a436434b2ff8733e1f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5944968/SRR5944968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5944968/SRR5944968_2.fastq.gz
PRJNA393472	SAMN07515379	SRX3103519	SRR5944969	1632839	human vaginal metagenome	f2e99db17d9a222425b93c29dc7d7dc8;f7d48d7fda059285bf013dbade8fe47b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5944969/SRR5944969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5944969/SRR5944969_2.fastq.gz
PRJNA393472	SAMN07515297	SRX3103518	SRR5944970	1632839	human vaginal metagenome	da78e0c72d2f35d96b040bbf6ac6d80f;2974ae8923eb5f0bb86587068bd663c6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5944970/SRR5944970_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5944970/SRR5944970_2.fastq.gz
PRJNA393472	SAMN07515343	SRX3103516	SRR5944972	1632839	human vaginal metagenome	345d16339764ef1658a827895e5e1981;ed5b974dce099d6966bb396b855e6187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5944972/SRR5944972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5944972/SRR5944972_2.fastq.gz
PRJNA393472	SAMN07515344	SRX3103515	SRR5944973	1632839	human vaginal metagenome	c0b485aec2ed50af8aeda5501e4f0a2c;09e0efb38574dbf34705b9913bf595c0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5944973/SRR5944973_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5944973/SRR5944973_2.fastq.gz
PRJNA393472	SAMN07515341	SRX3103514	SRR5944974	1632839	human vaginal metagenome	e91de9b8325082725df8bd399b334f7e;945b9a9b63d8324dabe79a856fb9cb60	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5944974/SRR5944974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5944974/SRR5944974_2.fastq.gz
PRJNA393472	SAMN07515347	SRX3103512	SRR5944976	1632839	human vaginal metagenome	08c46f26dde014dac98a50604b732ad0;c894fab812ff57aab5327047b6cbdf48	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5944976/SRR5944976_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5944976/SRR5944976_2.fastq.gz
PRJNA393472	SAMN07515345	SRX3103510	SRR5944978	1632839	human vaginal metagenome	99fc02b53150de3cfb37eea609014de5;0f34959ea425cf8e9052ddf05f947ade	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5944978/SRR5944978_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5944978/SRR5944978_2.fastq.gz
PRJNA393472	SAMN07515240	SRX3103506	SRR5944982	1632839	human vaginal metagenome	ce01831a53188152894d3558ec4e828a;e75a238a45799cfe96ab017d564f0767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5944982/SRR5944982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5944982/SRR5944982_2.fastq.gz
PRJNA393472	SAMN07515236	SRX3103504	SRR5944984	1632839	human vaginal metagenome	f9b60fd7a60a3d252d64dbd1eb59da88;a6a82e2ea7d019827d7c5ee7e6d75257	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5944984/SRR5944984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5944984/SRR5944984_2.fastq.gz
PRJNA393472	SAMN07515238	SRX3103502	SRR5944986	1632839	human vaginal metagenome	77c59f2599420f8918eb4fd23a20bd3e;a831559b584a09ddc6debc92d3e7b118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5944986/SRR5944986_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5944986/SRR5944986_2.fastq.gz
PRJNA393472	SAMN07515234	SRX3103498	SRR5944990	1632839	human vaginal metagenome	4ca33e57055c1b04fd53881cadf91232;981608b1894ed365954ad3f5c0942a6c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5944990/SRR5944990_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5944990/SRR5944990_2.fastq.gz
PRJNA393472	SAMN07515352	SRX3103496	SRR5944992	1632839	human vaginal metagenome	d315d9feca9c209ab1e4a32b3e092fac;d08ed9f7d4291566d57ff21dc6dc220e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5944992/SRR5944992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5944992/SRR5944992_2.fastq.gz
PRJNA393472	SAMN07515351	SRX3103495	SRR5944993	1632839	human vaginal metagenome	7f4743cf666905de51ccae028300ce2f;9cce513729a9e0ecf36dcd92c7424a18	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5944993/SRR5944993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5944993/SRR5944993_2.fastq.gz
PRJNA393472	SAMN07515353	SRX3103493	SRR5944995	1632839	human vaginal metagenome	4236a64fcbc34e5ef3586a804d1b8575;414001120893d0b1bc36ddb406af9056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5944995/SRR5944995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5944995/SRR5944995_2.fastq.gz
PRJNA393472	SAMN07515355	SRX3103491	SRR5944997	1632839	human vaginal metagenome	5e2237439c57e24fb065c22ea3cdafc7;d227098395a44858cd6e4e88aed6b5e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5944997/SRR5944997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5944997/SRR5944997_2.fastq.gz
PRJNA393472	SAMN07515289	SRX3103485	SRR5945003	1632839	human vaginal metagenome	8f06b668b2856c47d05b0cccdd386836;72ddbefe5f18305873e5a40d74369e25	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945003/SRR5945003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945003/SRR5945003_2.fastq.gz
PRJNA393472	SAMN07515230	SRX3103483	SRR5945005	1632839	human vaginal metagenome	d4002699d50379180db686f5af378d2d;b5c832ae05a982c2758c0b3d5ed7614b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5945005/SRR5945005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5945005/SRR5945005_2.fastq.gz
PRJNA393472	SAMN07515227	SRX3103482	SRR5945006	1632839	human vaginal metagenome	11d6a568f5fe07c64156e5e91294dfb0;a3aabc50904ad74c05a3509fed339647	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5945006/SRR5945006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5945006/SRR5945006_2.fastq.gz
PRJNA393472	SAMN07515228	SRX3103481	SRR5945007	1632839	human vaginal metagenome	1a5234bf0e1712c8953243e9bdfe93e5;552275bf70d66a842c7196aa2e4b6812	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945007/SRR5945007_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945007/SRR5945007_2.fastq.gz
PRJNA393472	SAMN07515226	SRX3103479	SRR5945009	1632839	human vaginal metagenome	9610cbe85dd4ba5d5d899e8281fa5ea9;4c33260364f37ffa3216114866e39d0f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945009/SRR5945009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945009/SRR5945009_2.fastq.gz
PRJNA393472	SAMN07515222	SRX3103475	SRR5945013	1632839	human vaginal metagenome	52dc520a61eeb11026a1c3116cd4f43c;375685ba0e08b6d79712a3eeb4d24d1d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945013/SRR5945013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945013/SRR5945013_2.fastq.gz
PRJNA393472	SAMN07515205	SRX3103471	SRR5945017	1632839	human vaginal metagenome	67e7bd1cfd82949909adf91662c37937;699c41e32298a23c67ed3d136b699d8e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945017/SRR5945017_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945017/SRR5945017_2.fastq.gz
PRJNA393472	SAMN07515277	SRX3103469	SRR5945019	1632839	human vaginal metagenome	2244b46f9a5ed62d85d4851cd6097cb5;50e9b20e052f5be7ed5ab99433f3a998	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945019/SRR5945019_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945019/SRR5945019_2.fastq.gz
PRJNA393472	SAMN07515325	SRX3103465	SRR5945023	1632839	human vaginal metagenome	88627a945c5e2f5dee90301fbdca25f7;d907992faae24145086469a7a29bb45f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945023/SRR5945023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945023/SRR5945023_2.fastq.gz
PRJNA393472	SAMN07515321	SRX3103461	SRR5945027	1632839	human vaginal metagenome	67ea664e6f2ff4a1573ae97df2b26a37;f788a6ad44f3d4d0a9e9d8df6df70f58	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945027/SRR5945027_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945027/SRR5945027_2.fastq.gz
PRJNA393472	SAMN07515290	SRX3103456	SRR5945032	1632839	human vaginal metagenome	d3bb315e2d225e026277ad580fcb5f1c;06ba398cf97c7b8d44d2737e54cf6d8a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5945032/SRR5945032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5945032/SRR5945032_2.fastq.gz
PRJNA393472	SAMN07515329	SRX3103455	SRR5945033	1632839	human vaginal metagenome	ac5302ad34228f993ff7208a5b74f739;55d6eb5c3234d6e5f3f2e26be2a6cdc2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945033/SRR5945033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945033/SRR5945033_2.fastq.gz
PRJNA393472	SAMN07515330	SRX3103454	SRR5945034	1632839	human vaginal metagenome	e06d621fb5be1a9628479c279ad06ebb;b28a79a6041a8301e1a14746066b3c4e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945034/SRR5945034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945034/SRR5945034_2.fastq.gz
PRJNA393472	SAMN07515254	SRX3103450	SRR5945038	1632839	human vaginal metagenome	f75b04aa2ae0f171d5a6815bac8488ef;c00e222d442d69aaa683fd3808f9205f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5945038/SRR5945038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5945038/SRR5945038_2.fastq.gz
PRJNA393472	SAMN07515252	SRX3103448	SRR5945040	1632839	human vaginal metagenome	3e9497824344127e7bab072715835b5a;8f8a04de18d6699e472d8a738bfe9e9a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5945040/SRR5945040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/000/SRR5945040/SRR5945040_2.fastq.gz
PRJNA393472	SAMN07515251	SRX3103447	SRR5945041	1632839	human vaginal metagenome	39f1d56b746104edda184a022a4b36d9;30528b2f7c13776365917182c6185bb1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5945041/SRR5945041_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5945041/SRR5945041_2.fastq.gz
PRJNA393472	SAMN07515257	SRX3103445	SRR5945043	1632839	human vaginal metagenome	78b8ffdad6854344b9bbd2d158790e00;0f29c017776ef949f0c8407a574ac25f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945043/SRR5945043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945043/SRR5945043_2.fastq.gz
PRJNA393472	SAMN07515256	SRX3103444	SRR5945044	1632839	human vaginal metagenome	fb36d80d9c6a88b43fa8eb85205943b2;8998c5682fd7fc2102344f2b1342bf22	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945044/SRR5945044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945044/SRR5945044_2.fastq.gz
PRJNA393472	SAMN07515255	SRX3103443	SRR5945045	1632839	human vaginal metagenome	c36bc6e741d178ffe86ad5673e99cc06;4e75853e7db0214f3d31b819440b0906	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5945045/SRR5945045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5945045/SRR5945045_2.fastq.gz
PRJNA393472	SAMN07515201	SRX3103442	SRR5945046	1632839	human vaginal metagenome	2de26234b525ff4cf62c8ea0a0d4589f;3c13a5cfc7b69f94d83992d58ba1cb61	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5945046/SRR5945046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5945046/SRR5945046_2.fastq.gz
PRJNA393472	SAMN07515210	SRX3103441	SRR5945047	1632839	human vaginal metagenome	285084c9edd4090efd2e66d23b61dd7d;db734e71377ca1d62981c3319f2efc4c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945047/SRR5945047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945047/SRR5945047_2.fastq.gz
PRJNA393472	SAMN07515282	SRX3103439	SRR5945049	1632839	human vaginal metagenome	5b59a6d41f3a5e792a708ad1422633a9;762778c5b798780b211fd730e67c600c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945049/SRR5945049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945049/SRR5945049_2.fastq.gz
PRJNA393472	SAMN07515332	SRX3103436	SRR5945052	1632839	human vaginal metagenome	b5f4700e414b293cd7c542fc46bc32f2;5fa2d5afb8bf24ec94cdcfec8969c730	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5945052/SRR5945052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5945052/SRR5945052_2.fastq.gz
PRJNA393472	SAMN07515202	SRX3103434	SRR5945054	1632839	human vaginal metagenome	b50882feffa1b48e2aa160776db61ddc;c29be0831f3eead97ead6b10473a6b1b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945054/SRR5945054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945054/SRR5945054_2.fastq.gz
PRJNA393472	SAMN07515337	SRX3103433	SRR5945055	1632839	human vaginal metagenome	49c18d2e39c9996386b8232f2291fed3;62720593eb05fe16ae20519feb516aa0	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5945055/SRR5945055_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5945055/SRR5945055_2.fastq.gz
PRJNA393472	SAMN07515335	SRX3103431	SRR5945057	1632839	human vaginal metagenome	a5342925ef33c7d76bfa543be195ea05;171dfceed00ec8b9de87e5e34044ca6c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945057/SRR5945057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945057/SRR5945057_2.fastq.gz
PRJNA393472	SAMN07515340	SRX3103430	SRR5945058	1632839	human vaginal metagenome	1e243cb075c09a5b477b12d38de975f7;e670e4693bd9b407bef990192365f8bb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5945058/SRR5945058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/008/SRR5945058/SRR5945058_2.fastq.gz
PRJNA393472	SAMN07515209	SRX3103427	SRR5945061	1632839	human vaginal metagenome	90aaa67869da1136209e48f82190ca20;a569c9d7d79af0e0714bec59db582523	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5945061/SRR5945061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5945061/SRR5945061_2.fastq.gz
PRJNA393472	SAMN07515309	SRX3103414	SRR5945074	1632839	human vaginal metagenome	53224f573791954d1fbb772156667a04;76cb89f1dc49eb6614351c71e83f4004	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945074/SRR5945074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945074/SRR5945074_2.fastq.gz
PRJNA393472	SAMN07515308	SRX3103411	SRR5945077	1632839	human vaginal metagenome	6de60468a5da419eedc450d83dff4cf1;ec177b5157db05a199091a0d467fcaea	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945077/SRR5945077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/007/SRR5945077/SRR5945077_2.fastq.gz
PRJNA393472	SAMN07515301	SRX3103406	SRR5945082	1632839	human vaginal metagenome	5b72a8f02c81fc134cea716333dbfca1;afb9561bec7484eaa1f917eeeabc8608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5945082/SRR5945082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/002/SRR5945082/SRR5945082_2.fastq.gz
PRJNA393472	SAMN07515302	SRX3103405	SRR5945083	1632839	human vaginal metagenome	1da5a45db57b047f11f17a980122214c;520dc0c2a522d7b3c8481c3e9ffe8013	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945083/SRR5945083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945083/SRR5945083_2.fastq.gz
PRJNA393472	SAMN07515384	SRX3103399	SRR5945089	1632839	human vaginal metagenome	58d979b1316809acd59b543abccf4eb0;789373a02faa102af497d76ae1a5bc07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945089/SRR5945089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945089/SRR5945089_2.fastq.gz
PRJNA393472	SAMN07515217	SRX3103393	SRR5945095	1632839	human vaginal metagenome	8b64507c38eaba8012184cb9d01bf550;b75a9eda5e7b610b57b1da0da47328c6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5945095/SRR5945095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/005/SRR5945095/SRR5945095_2.fastq.gz
PRJNA393472	SAMN07537520	SRX3127908	SRR5970581	1632839	human vaginal metagenome	65dbd4bf8ec052da91671399606aa8b0;44502d302317fccc189838f76ce78772	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5970581/SRR5970581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5970581/SRR5970581_2.fastq.gz
PRJNA393472	SAMN07515213	SRX3103389	SRR5945099	1632839	human vaginal metagenome	8aa251f6fef2fa94ef57021944fefc9c;02fb3819f15c5080ac9717b4c6d7ef62	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945099/SRR5945099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945099/SRR5945099_2.fastq.gz
PRJNA393472	SAMN07537522	SRX3127910	SRR5970583	1632839	human vaginal metagenome	ce08be50e26b748cf33e85330972bb56;ee9e9c9e50523cf8d958dcc14ea44220	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970583/SRR5970583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970583/SRR5970583_2.fastq.gz
PRJNA393472	SAMN07515300	SRX3103382	SRR5945106	1632839	human vaginal metagenome	d447d028d6b997371d2069cc1069fb82;5be741313a77a979df0042d0ba045f48	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5945106/SRR5945106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5945106/SRR5945106_2.fastq.gz
PRJNA393472	SAMN07515315	SRX3103379	SRR5945109	1632839	human vaginal metagenome	08d56c0caff2cfbf070e114f54fdeace;f1dd176d014887fda6a4d1267bfa630c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945109/SRR5945109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945109/SRR5945109_2.fastq.gz
PRJNA393472	SAMN07537528	SRX3127916	SRR5970589	1632839	human vaginal metagenome	be48b0916e58958f87e6616da941dcaa;d28ad4d471267c59ed94812c68441891	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970589/SRR5970589_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970589/SRR5970589_2.fastq.gz
PRJNA393472	SAMN07515317	SRX3103377	SRR5945111	1632839	human vaginal metagenome	c18969f5390d0b5b5b62936e7c3e8292;2ff1d8a1adf7a705d8d7e6649e7b48eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5945111/SRR5945111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5945111/SRR5945111_2.fastq.gz
PRJNA393472	SAMN07537529	SRX3127917	SRR5970590	1632839	human vaginal metagenome	8b5d8e2793bfb56ef45af48453494b1d;652e279f624f247ad395e88c86d366f2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970590/SRR5970590_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970590/SRR5970590_2.fastq.gz
PRJNA393472	SAMN07537535	SRX3127923	SRR5970596	1632839	human vaginal metagenome	1df9e6ecbc33edb01b9f5835cf4d4667;c7bd0973b2787976907de11a8d6fff91	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970596/SRR5970596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970596/SRR5970596_2.fastq.gz
PRJNA393472	SAMN07515311	SRX3103375	SRR5945113	1632839	human vaginal metagenome	ae41e2d3d0460b5614cf451109eba7d6;1048911d32b515d793859164311c8445	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945113/SRR5945113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/003/SRR5945113/SRR5945113_2.fastq.gz
PRJNA393472	SAMN07537538	SRX3127926	SRR5970599	1632839	human vaginal metagenome	d1eff4b4f91208d399246c0e0f2cc8eb;2eacc33607491a99397556ef277427ce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970599/SRR5970599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970599/SRR5970599_2.fastq.gz
PRJNA393472	SAMN07515263	SRX3103369	SRR5945119	1632839	human vaginal metagenome	8b004513e5ebfe1986487da5666158f5;e6ae5d9dc336716adae9a04f62326b2e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945119/SRR5945119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/009/SRR5945119/SRR5945119_2.fastq.gz
PRJNA393472	SAMN07537539	SRX3127927	SRR5970600	1632839	human vaginal metagenome	b0edb2bd25422fef45140f5be4125a28;6c55595ec23d53018c04e3776f8429e1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970600/SRR5970600_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970600/SRR5970600_2.fastq.gz
PRJNA393472	SAMN07515261	SRX3103367	SRR5945121	1632839	human vaginal metagenome	4a7d0bd05c5df6b1f63119500d348005;3d81bd85afe6248306ff39084ade8371	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5945121/SRR5945121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/001/SRR5945121/SRR5945121_2.fastq.gz
PRJNA393472	SAMN07537541	SRX3127929	SRR5970602	1632839	human vaginal metagenome	86bb5d923cc1a103886810c8c5d727d1;1347b4f8ba84ef6aab09741aea147056	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970602/SRR5970602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970602/SRR5970602_2.fastq.gz
PRJNA393472	SAMN07515268	SRX3103364	SRR5945124	1632839	human vaginal metagenome	dce35a320b5f0d29be9162aa173fdcfc;856c175881ba6e03e318190bbea395ff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945124/SRR5945124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945124/SRR5945124_2.fastq.gz
PRJNA393472	SAMN07515361	SRX3103354	SRR5945134	1632839	human vaginal metagenome	d9de0f26bf9c24e216e404016c27d647;d553cda982c0c8fe74e2b09b549f8686	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945134/SRR5945134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/004/SRR5945134/SRR5945134_2.fastq.gz
PRJNA393472	SAMN07515363	SRX3103352	SRR5945136	1632839	human vaginal metagenome	ed6123e2fb1385b1682ed5c271be6e32;6f9dd9362c741ec483d805ef6e511a6e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5945136/SRR5945136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR594/006/SRR5945136/SRR5945136_2.fastq.gz
PRJNA393472	SAMN07537542	SRX3127930	SRR5970603	1632839	human vaginal metagenome	d082e60b836af7bddf433ad31e278ece;aac0f8ea6b611a2c61736c464e1e2691	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970603/SRR5970603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970603/SRR5970603_2.fastq.gz
