study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	submitted_md5	submitted_ftp	sample_alias
PRJEB30642	SAMEA5207926	ERX3120275	ERR3046685	9606	Homo sapiens	ccff8730d6c95def11717cd796529db4;530fd90f3d2f59b70c24f842f0871c43	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046685/3151-29-MS28F-388R_S137_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046685/3151-29-MS28F-388R_S137_L001_R2_001.fastq.gz	1279
PRJEB30642	SAMEA5207935	ERX3120284	ERR3046694	9606	Homo sapiens	13e61ca68670e443a0ee4cc3dfbf7d44;0b750e96224105406bacd241243e7e8f	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046694/3151-40-MS28F-388R_S148_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046694/3151-40-MS28F-388R_S148_L001_R2_001.fastq.gz	1288
PRJEB30642	SAMEA5207938	ERX3120287	ERR3046697	9606	Homo sapiens	c5d7671b2c0d051a81eedbad79677aa8;2bb05c10c85640f9086d704497ce17b1	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046697/3151-46-MS28F-388R_S155_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046697/3151-46-MS28F-388R_S155_L001_R2_001.fastq.gz	1291
PRJEB30642	SAMEA5207939	ERX3120288	ERR3046698	9606	Homo sapiens	d2b0c98cb7383b31d32457cff5b8f08a;990338b461c172efb2ab5277a0cd0a73	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046698/3974-73-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046698/3974-73-MS28F-388R_R2.fastq.gz	1292
PRJEB30642	SAMEA5207942	ERX3120291	ERR3046701	9606	Homo sapiens	4d19e3168df9632261d0ae5528eff95c;853558636099aa01c8c80829b762a2b4	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046701/3974-86-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046701/3974-86-MS28F-388R_R2.fastq.gz	1295
PRJEB30642	SAMEA5207946	ERX3120295	ERR3046705	9606	Homo sapiens	3cbde302a0957a926c068e3fd955f9b0;e46107e29d8ce0b44b0b8adfa5ac6433	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046705/3974-90-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046705/3974-90-MS28F-388R_R2.fastq.gz	1299
PRJEB30642	SAMEA5207949	ERX3120298	ERR3046708	9606	Homo sapiens	0b41187974775d24b289c3de2875f0b7;235605db78010a2e4fea06c11ce9aaa9	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046708/3974-93-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046708/3974-93-MS28F-388R_R2.fastq.gz	1302
PRJEB30642	SAMEA5207954	ERX3120303	ERR3046713	9606	Homo sapiens	5a2c6d8e06ddc4c7f3494903806f589e;c2c35bf2fdcf46db1ee0b8fe934af042	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046713/4711-193-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046713/4711-193-MS28F-388R_R2.fastq.gz	1307
PRJEB30642	SAMEA5207966	ERX3120315	ERR3046725	9606	Homo sapiens	bd54cec2c9cad66a0fb132e277231d31;593bd6ce5f91c8f82a91022a2c95e3ce	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046725/4985-192-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046725/4985-192-MS28F-388R_R2.fastq.gz	1319
PRJEB30642	SAMEA5207974	ERX3120323	ERR3046733	9606	Homo sapiens	98e097afc4e182d03fd398492b9c4f83;fc66eafa6e4bbcbbcf808e71ff6f033a	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046733/4985-277-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046733/4985-277-MS28F-388R_R2.fastq.gz	1327
PRJEB30642	SAMEA5207993	ERX3120342	ERR3046752	9606	Homo sapiens	28e074ffdf890437fcfa4dd619ac378f;e9fd6b217a426215e838603b00dd8338	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046752/4985-526-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046752/4985-526-MS28F-388R_R2.fastq.gz	1346
PRJEB30642	SAMEA5207997	ERX3120346	ERR3046756	9606	Homo sapiens	9fe190f845b81312bcad9a0e792f4a80;dcd0c745cd8150d2411412ec628258a2	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046756/4985-B105-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046756/4985-B105-MS28F-388R_R2.fastq.gz	1350
PRJEB30642	SAMEA5207999	ERX3120348	ERR3046758	9606	Homo sapiens	087c3fda8f2064bab7c894c6bca364cb;ca2a86866038cf358b1aba0664d46ba4	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046758/4985-B108-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046758/4985-B108-MS28F-388R_R2.fastq.gz	1352
PRJEB30642	SAMEA5208006	ERX3120355	ERR3046765	9606	Homo sapiens	c515a4c5963f6a5d6e756664facbee52;fa8692a96709e70e3455b03bcf944727	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046765/4985-B129-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046765/4985-B129-MS28F-388R_R2.fastq.gz	1359
PRJEB30642	SAMEA5208022	ERX3120371	ERR3046781	9606	Homo sapiens	d1dc0634064d1b16187ba2800c1a7e96;346b2fb8e990887a547c2ba1a6597f3e	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046781/4985-B155-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046781/4985-B155-MS28F-388R_R2.fastq.gz	1375
PRJEB30642	SAMEA5208028	ERX3120377	ERR3046787	9606	Homo sapiens	fdaa67070f5b37947625e0a7b0380db7;4b37112d7cc7796e38c4fc58ee498cff	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046787/4985-B162-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046787/4985-B162-MS28F-388R_R2.fastq.gz	1381
PRJEB30642	SAMEA5208035	ERX3120384	ERR3046794	9606	Homo sapiens	01227a4270e68063383377b923281631;f3560456760803e8ad98920c6ec5e5c3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046794/4985-B174-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046794/4985-B174-MS28F-388R_R2.fastq.gz	1388
PRJEB30642	SAMEA5208036	ERX3120385	ERR3046795	9606	Homo sapiens	2959291db5450f90d70994499acc5c44;315552105c5a7bf3d74c79154fef9848	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046795/4985-B176-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046795/4985-B176-MS28F-388R_R2.fastq.gz	1389
PRJEB30642	SAMEA5208051	ERX3120400	ERR3046810	9606	Homo sapiens	46588fa3214abcc2dde5946d2c862a7b;1a10b9a62529ab31a1db5bcff62649f3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046810/4985-B198-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046810/4985-B198-MS28F-388R_R2.fastq.gz	1404
PRJEB30642	SAMEA5208060	ERX3120409	ERR3046819	9606	Homo sapiens	beb32b6ebe21c7d9568ee8a17d97aea4;a0643facbdd995d18da5cd5eb3437208	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046819/4985-B215-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046819/4985-B215-MS28F-388R_R2.fastq.gz	1413
PRJEB30642	SAMEA5208067	ERX3120416	ERR3046826	9606	Homo sapiens	ee5318e1c1ce09c7b7a2b643ca405964;dbe5be4a91ff87af6d214ec728611220	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046826/4985-M176-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046826/4985-M176-MS28F-388R_R2.fastq.gz	1420
PRJEB30642	SAMEA5207955	ERX3120304	ERR3046714	9606	Homo sapiens	ff3126d91feb88470c93e98871b715d3;85d0a1477dfa7d8f105dd83503bac487	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046714/4711-240-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046714/4711-240-MS28F-388R_R2.fastq.gz	1308
PRJEB30642	SAMEA5207964	ERX3120313	ERR3046723	9606	Homo sapiens	7e55a60ceedc3cd6fa681eb69d3efb2b;e30b2537bc19c61c2bdfaae2063c2b09	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046723/4711-527-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046723/4711-527-MS28F-388R_R2.fastq.gz	1317
PRJEB30642	SAMEA5207970	ERX3120319	ERR3046729	9606	Homo sapiens	a533df786602c15c96840f289f6ae0a7;a5838fff45b32e87b80f7fbc82ad9261	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046729/4985-239-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046729/4985-239-MS28F-388R_R2.fastq.gz	1323
PRJEB30642	SAMEA5207972	ERX3120321	ERR3046731	9606	Homo sapiens	9bf8ba3c9a5d081c864397f98b49aba8;1f2f42c302e9666e146d0faa039b4ff3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046731/4985-275-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046731/4985-275-MS28F-388R_R2.fastq.gz	1325
PRJEB30642	SAMEA5207981	ERX3120330	ERR3046740	9606	Homo sapiens	d0404772018eca6bdc8c8485e6226083;85307f000eaf21ec00015f4531c0857d	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046740/4985-308-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046740/4985-308-MS28F-388R_R2.fastq.gz	1334
PRJEB30642	SAMEA5208004	ERX3120353	ERR3046763	9606	Homo sapiens	d5a0748325132b7a27955c8e950dc543;ed77fc455f45ac76c570e4097e6efcb2	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046763/4985-B126-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046763/4985-B126-MS28F-388R_R2.fastq.gz	1357
PRJEB30642	SAMEA5208011	ERX3120360	ERR3046770	9606	Homo sapiens	4dc35f6fd20b652c96c3f622fbad079a;aa15fc1bda5c705682722c9e58220bfb	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046770/4985-B137-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046770/4985-B137-MS28F-388R_R2.fastq.gz	1364
PRJEB30642	SAMEA5208014	ERX3120363	ERR3046773	9606	Homo sapiens	e0c94427330b94fa55b1fed3189241e7;2d231ba0d1aebe7995e990d19fe06762	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046773/4985-B141-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046773/4985-B141-MS28F-388R_R2.fastq.gz	1367
PRJEB30642	SAMEA5208017	ERX3120366	ERR3046776	9606	Homo sapiens	ef0f7ec8ed35ec4aea96f0990aaf38e6;6d4fe1fd9136541c0e79c089c65546b9	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046776/4985-B149-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046776/4985-B149-MS28F-388R_R2.fastq.gz	1370
PRJEB30642	SAMEA5208024	ERX3120373	ERR3046783	9606	Homo sapiens	da05a0199fdc38300ea5e99a266ec421;a926273bf542d2abbe1cd596790d5195	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046783/4985-B157-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046783/4985-B157-MS28F-388R_R2.fastq.gz	1377
PRJEB30642	SAMEA5208027	ERX3120376	ERR3046786	9606	Homo sapiens	66cdb527910440380bece94f593b0c5c;cdaa1eddf21f422c9dd449798c1aae03	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046786/4985-B161-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046786/4985-B161-MS28F-388R_R2.fastq.gz	1380
PRJEB30642	SAMEA5208032	ERX3120381	ERR3046791	9606	Homo sapiens	dce7931c8c6989982104b293acebffaf;09a495a922f914783a8a960f438cfb64	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046791/4985-B169-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046791/4985-B169-MS28F-388R_R2.fastq.gz	1385
PRJEB30642	SAMEA5208048	ERX3120397	ERR3046807	9606	Homo sapiens	3569a88f9bf1b9f4b2ea8bbfe17c7378;29d55ccbc2b983f638ff1abe011b6e27	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046807/4985-B194-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046807/4985-B194-MS28F-388R_R2.fastq.gz	1401
PRJEB30642	SAMEA5208050	ERX3120399	ERR3046809	9606	Homo sapiens	0aed2df6d2e8f0af375e8ae4f97fbdd3;791c11b1cd173ec530b860b4c7bbd6a9	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046809/4985-B197-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046809/4985-B197-MS28F-388R_R2.fastq.gz	1403
PRJEB30642	SAMEA5208053	ERX3120402	ERR3046812	9606	Homo sapiens	273109165c076bcdaa85d3979e5e8885;6a10e3ad7433421579c3c5ad42a47d6b	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046812/4985-B200-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046812/4985-B200-MS28F-388R_R2.fastq.gz	1406
PRJEB30642	SAMEA5208058	ERX3120407	ERR3046817	9606	Homo sapiens	858b91f883e25ffc199470cb8446ec07;b471764d5576337c929f4407c3e60108	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046817/4985-B208-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046817/4985-B208-MS28F-388R_R2.fastq.gz	1411
PRJEB30642	SAMEA5208066	ERX3120415	ERR3046825	9606	Homo sapiens	6da30705a8ebd30e4ea8500136c0ec9a;f8940268dcf622d9fd9fa0e87e3c2344	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046825/4985-M175-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046825/4985-M175-MS28F-388R_R2.fastq.gz	1419
PRJEB30642	SAMEA5208070	ERX3120419	ERR3046829	9606	Homo sapiens	6c27320ec4fca3a91cf13f43edc3b71e;eb81b49c94321a01e86deb2e85c53078	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046829/4985-M182-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046829/4985-M182-MS28F-388R_R2.fastq.gz	1423
PRJEB30642	SAMEA5208083	ERX3120432	ERR3046842	9606	Homo sapiens	b0bda61fd5e0ae3a6d8f94363b95c079;ac91287746bbcfc34977db148ccffae7	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046842/4985-M199-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046842/4985-M199-MS28F-388R_R2.fastq.gz	1436
PRJEB30642	SAMEA5208084	ERX3120433	ERR3046843	9606	Homo sapiens	03f075a050183e52d9b5c6cb5e6a6a77;ecf2a382fa1ed5186c65e20a200953eb	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046843/4985-M201-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046843/4985-M201-MS28F-388R_R2.fastq.gz	1437
PRJEB30642	SAMEA5208093	ERX3120442	ERR3046852	9606	Homo sapiens	4dcc64307fd7266dceace782bb25da26;805ea5aa4f2c1c79c694e3f36125f4e3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046852/4985-M210-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046852/4985-M210-MS28F-388R_R2.fastq.gz	1446
PRJEB30642	SAMEA5208103	ERX3120452	ERR3046862	9606	Homo sapiens	8e4024e9913bc434e4655c4a48a4ae81;413db86c7581d8278b3b04aef646bdba	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046862/4985-M222-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046862/4985-M222-MS28F-388R_R2.fastq.gz	1456
PRJEB30642	SAMEA5208104	ERX3120453	ERR3046863	9606	Homo sapiens	a01110532fd3f8dcd94f66dcb12b36f3;09eb320caf3adb4c3b6575a6b8cba791	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046863/4985-M223-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046863/4985-M223-MS28F-388R_R2.fastq.gz	1457
PRJEB30642	SAMEA5208106	ERX3120455	ERR3046865	9606	Homo sapiens	c2eb331b375f29dab6e443059a248d71;fd187779f869b3e2ca02d9b9b36ab574	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046865/4985-M225-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046865/4985-M225-MS28F-388R_R2.fastq.gz	1459
PRJEB30642	SAMEA5208113	ERX3120462	ERR3046872	9606	Homo sapiens	9944134ef11bb8aedb5e4732224a4083;22c2350937a544d90b9ed8937a4e50f9	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046872/4985-M232-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046872/4985-M232-MS28F-388R_R2.fastq.gz	1466
PRJEB30642	SAMEA5208119	ERX3120468	ERR3046878	9606	Homo sapiens	87e8800125d7060bc6a11d3ece2c1307;8b1af702c19151ff6d179e0c371928ff	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046878/4985-M239-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046878/4985-M239-MS28F-388R_R2.fastq.gz	1472
PRJEB30642	SAMEA5208120	ERX3120469	ERR3046879	9606	Homo sapiens	dbda0e0b239b54ab0ecc18a1c0fc62c7;18567d607b14f5b2baaa29273bf65fbc	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046879/4985-M240-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046879/4985-M240-MS28F-388R_R2.fastq.gz	1473
PRJEB30642	SAMEA5208133	ERX3120482	ERR3046892	9606	Homo sapiens	f24efc81bffe6549252d4f1127364bc2;b27517a93eea6dcc21e6e0f3ffd84ff9	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046892/4985-M256-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046892/4985-M256-MS28F-388R_R2.fastq.gz	1486
PRJEB30642	SAMEA5208134	ERX3120483	ERR3046893	9606	Homo sapiens	4cb26f530156d461c3e951def673ea2d;1a65701b7d7cd25dd139eefdf8d65ae8	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046893/4985-M257-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046893/4985-M257-MS28F-388R_R2.fastq.gz	1487
PRJEB30642	SAMEA5208140	ERX3120489	ERR3046899	9606	Homo sapiens	e3b44e4a79c978f7a65fde9321285de6;494e2db04b4fe3c517b689577da12ece	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046899/4985-M264-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046899/4985-M264-MS28F-388R_R2.fastq.gz	1493
PRJEB30642	SAMEA5208150	ERX3120499	ERR3046909	9606	Homo sapiens	f6d2fcb485434044ff4266bc58d37141;89224d9af7eebf87e7636fda6206e80e	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046909/4985-M276-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046909/4985-M276-MS28F-388R_R2.fastq.gz	1503
PRJEB30642	SAMEA5208155	ERX3120504	ERR3046914	9606	Homo sapiens	ad445609d89131e98955d01c121e2afa;5d77e2522ad4545ef5002ffb30707215	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046914/4985-M281-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046914/4985-M281-MS28F-388R_R2.fastq.gz	1508
PRJEB30642	SAMEA5208158	ERX3120507	ERR3046917	9606	Homo sapiens	1268c3991e1e7c2de2b2f7bfb1a39c86;d9529179793b6de55d121bc65613c2f7	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046917/4985-M284-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046917/4985-M284-MS28F-388R_R2.fastq.gz	1511
PRJEB30642	SAMEA5208172	ERX3120521	ERR3046931	9606	Homo sapiens	43b33e91c43b4d513851d461506a0a6e;baf7ccc763ed84eb15e051113597fd4a	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046931/4985-M301-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046931/4985-M301-MS28F-388R_R2.fastq.gz	1525
